date,quantity,type,unit_price,total,client,where
2022.11.07 21:17,11,Gamma S,"3,128 ISK","-34,408 ISK",Deenoso Udan,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 21:14,1,Gamma S,"3,128 ISK","-3,128 ISK",Hann Colo,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 21:14,1,Takmahl Cohere Cord,"10,120 ISK","-10,120 ISK",100Grams ForBravery,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 21:13,1,Talocan Intricate Formulas,"1,009 ISK","-1,009 ISK",Luciano Minestrone,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 21:13,1,Talocan Automation Accounts,"3,011 ISK","-3,011 ISK",Luciano Minestrone,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 21:13,1,Gamma S,"3,128 ISK","-3,128 ISK",Judy Alvarrez,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 21:12,6,Hammerhead I,"23,120 ISK","-138,720 ISK",Deenoso Udan,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 21:09,"1,895",Shadow Iron Charge S,15 ISK,"-28,443 ISK",Probill300mm,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 21:09,1,Takmahl Cohere Cord,"10,120 ISK","-10,120 ISK",sear tier,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:54,661,Evasive Maneuvers Charge,402 ISK,"-265,722 ISK",Axell Wilkinson,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:47,1,Hammerhead I,"23,120 ISK","-23,120 ISK",Najinda,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:46,"1,000",Shadow Iron Charge S,15 ISK,"-15,010 ISK",Mitakada Yotosaka,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:39,4,Hammerhead I,"23,120 ISK","-92,480 ISK",Tarsonis,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:37,1,Hammerhead I,"23,120 ISK","-23,120 ISK",Obon Seili,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:36,8,Hammerhead I,"23,120 ISK","-184,960 ISK",Oyaran Lava Sazas,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:36,1,Hammerhead I,"23,120 ISK","-23,120 ISK",Oyaran Lava Sazas,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:34,150,Hammerhead I,"23,120 ISK","-3,468,000 ISK",Demei Preldent,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:34,1,Gamma S,"3,128 ISK","-3,128 ISK",Tarsonis,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:30,1,Talocan Automation Accounts,"3,011 ISK","-3,011 ISK",Angela Stardust Adoudel,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:28,2,Hammerhead I,"23,120 ISK","-46,240 ISK",albator delawest,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:27,1,Hammerhead I,"23,120 ISK","-23,120 ISK",Alexei Prizrak,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:19,1,Talocan Intricate Formulas,"1,009 ISK","-1,009 ISK",Demei Preldent,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:16,2,Gamma S,"3,128 ISK","-6,256 ISK",Aullin Buelle,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:14,1,Hammerhead I,"23,120 ISK","-23,120 ISK",Bersecker Palm,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:14,1,Hammerhead I,"23,120 ISK","-23,120 ISK",Bersecker Palm,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:13,10,Hammerhead I,"23,120 ISK","-231,200 ISK",Bersecker Palm,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:13,1,Hammerhead I,"23,120 ISK","-23,120 ISK",Bersecker Palm,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:13,3,Hammerhead I,"23,120 ISK","-69,360 ISK",Cornelia SienHao,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:11,1,Hammerhead I,"23,120 ISK","-23,120 ISK",kyshiar,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:11,1,Takmahl Cohere Cord,"10,120 ISK","-10,120 ISK",Vult Skerris,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:11,1,Talocan Automation Accounts,"3,011 ISK","-3,011 ISK",Vult Skerris,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:09,8,Scoped Electronics,"4,655 ISK","-37,240 ISK",Sneekydead,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:09,5,Hammerhead I,"23,120 ISK","-115,600 ISK",Sneekydead,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:03,"2,000",Shadow Iron Charge S,15 ISK,"-30,020 ISK",babo baboom,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:02,555,Evasive Maneuvers Charge,402 ISK,"-223,110 ISK",ghosty90 Mernher,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:01,5,Hammerhead I,"23,120 ISK","-115,600 ISK",Baluvin,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 20:00,1,Talocan Reflective Sheets,"7,760 ISK","-7,760 ISK",Antares Morningstar,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:58,5,Gamma S,"3,128 ISK","-15,640 ISK",babo baboom,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:55,1,Hammerhead I,"23,120 ISK","-23,120 ISK",Hann Colo,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:54,"1,000",Shadow Iron Charge S,15 ISK,"-15,010 ISK",Bob Brag,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:54,1,Gamma S,"3,128 ISK","-3,128 ISK",hybrid Haeme,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:53,16,Hammerhead I,"23,120 ISK","-369,920 ISK",Sanaya Barviainen,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:48,1,Talocan Reflective Sheets,"7,760 ISK","-7,760 ISK",Dhianeilia Stylus,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:48,2,Takmahl Cohere Cord,"10,120 ISK","-20,240 ISK",Dhianeilia Stylus,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:48,1,Gamma S,"3,128 ISK","-3,128 ISK",Evgen Hadah,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:48,1,Hammerhead I,"23,120 ISK","-23,120 ISK",Evgen Hadah,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:38,1,F-90 Compact Sensor Booster,"3,186 ISK","-3,186 ISK",Star Fokker,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:33,57,Hammerhead I,"23,120 ISK","-1,317,840 ISK",Ragnar Nox,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:32,2,F-90 Compact Sensor Booster,"3,185 ISK","-6,370 ISK",vandros Semah,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:32,1,Hammerhead I,"23,120 ISK","-23,120 ISK",vandros Semah,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:30,1,F-90 Compact Sensor Booster,"3,186 ISK","-3,186 ISK",Azusa0,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:30,1,F-90 Compact Sensor Booster,"3,186 ISK","-3,186 ISK",Nyendri,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:24,1,Talocan Reflective Sheets,"7,760 ISK","-7,760 ISK",FatherStar,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:23,1,Talocan Intricate Formulas,"1,009 ISK","-1,009 ISK",Ebat KopaTb,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:17,32,Scoped Electronics,"4,655 ISK","-148,960 ISK",sear tier,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:14,1,Hammerhead I,"23,120 ISK","-23,120 ISK",Anun Naku,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:12,1,Hammerhead I,"23,120 ISK","-23,120 ISK",TwitchWillTv,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:11,1,Gamma S,"3,128 ISK","-3,128 ISK",Etseras Tsutola,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:11,1,Gamma S,"3,128 ISK","-3,128 ISK",Etseras Tsutola,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:09,1,Hammerhead I,"23,120 ISK","-23,120 ISK",Kain Velez,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:08,1,Talocan Reflective Sheets,"7,760 ISK","-7,760 ISK",Quezakotle,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:03,5,Hammerhead I,"23,120 ISK","-115,600 ISK",Franky Sonios,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:02,2,Standard L,"20,040 ISK","-40,080 ISK",Lily Stargirl,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:01,1,Talocan Intricate Formulas,"1,009 ISK","-1,009 ISK",Daniel Lor,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 19:01,2,Takmahl Cohere Cord,"10,120 ISK","-20,240 ISK",Halgi,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:59,48,Scoped Electronics,"4,655 ISK","-223,440 ISK",Torbede Ogeir Austrene,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:58,4,Hammerhead I,"23,120 ISK","-92,480 ISK",Siniy iney 77777,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:58,4,Hammerhead I,"23,120 ISK","-92,480 ISK",Lily Stargirl,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:58,11,Gamma S,"3,128 ISK","-34,408 ISK",Lily Stargirl,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:55,3,Talocan Reflective Sheets,"7,760 ISK","-23,280 ISK",Brutalski,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:55,2,Gamma S,"3,128 ISK","-6,256 ISK",Bezmolvniy Banderlog,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:52,1,Hammerhead I,"23,120 ISK","-23,120 ISK",Leiser,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:50,3,Hammerhead I,"23,120 ISK","-69,360 ISK",Sue Jovakko,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:49,3,Decayed Magnetic Field Stabilizer Mutaplasmid,"121,200 ISK","-363,600 ISK",Avelerris,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:48,1,Hammerhead I,"23,120 ISK","-23,120 ISK",Rimas Drinkins,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:43,1,Talocan Intricate Formulas,"1,009 ISK","-1,009 ISK",ZZabanen,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:33,1,Gamma S,"3,128 ISK","-3,128 ISK",Neo Loenix,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:32,3,Hammerhead I,"23,120 ISK","-69,360 ISK",Amali Kim,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:30,468,Evasive Maneuvers Charge,402 ISK,"-188,136 ISK",Goddess Freyjia,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:22,4,Hammerhead I,"23,120 ISK","-92,480 ISK",Elegance Bennet,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:22,1,Gamma S,"3,128 ISK","-3,128 ISK",Ijumachi Makanen,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:22,1,Talocan Intricate Formulas,"1,009 ISK","-1,009 ISK",Gorgonnn,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:22,1,Takmahl Cohere Cord,"10,120 ISK","-10,120 ISK",Gorgonnn,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:12,3,Takmahl Cohere Cord,"10,120 ISK","-30,360 ISK",Wadich,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:08,5,Hammerhead I,"23,120 ISK","-115,600 ISK",Dios Maken,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:07,2,Gamma S,"3,128 ISK","-6,256 ISK",Gaius Mallus Anneto,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:07,1,Gamma S,"3,128 ISK","-3,128 ISK",TwitchWillTv,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:06,1,Gamma S,"3,128 ISK","-3,128 ISK",TwitchWillTv,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:05,1,Takmahl Cohere Cord,"10,120 ISK","-10,120 ISK",KurzUNDeinfach,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:05,1,Talocan Intricate Formulas,"1,009 ISK","-1,009 ISK",KurzUNDeinfach,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:03,3,Advanced 'Limos' Heavy Missile Bay I,"8,545 ISK","-25,635 ISK",Dara Xamtys,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 18:02,1,Enormous Freight Container,"396,000 ISK","-396,000 ISK",Prazon Instrum,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:59,1,Decayed Magnetic Field Stabilizer Mutaplasmid,"121,200 ISK","-121,200 ISK",Nimmoda Saken,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:56,3,Hammerhead I,"23,120 ISK","-69,360 ISK",Dara Xamtys,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:54,2,Takmahl Cohere Cord,"10,120 ISK","-20,240 ISK",Jaamiee,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:54,983,Electronic Link,101 ISK,"-99,479 ISK",Jaamiee,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:53,3,Talocan Intricate Formulas,"1,009 ISK","-3,027 ISK",Jaamiee,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:47,1,Advanced 'Limos' Heavy Missile Bay I,"8,545 ISK","-8,545 ISK",pila dryjba,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:42,25,Scoped Electronics,"4,655 ISK","-116,375 ISK",Bolder Creire-Geng,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:42,93,Electronic Link,101 ISK,"-9,411 ISK",Edaenrac Muvila,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:41,1,Decayed Magnetic Field Stabilizer Mutaplasmid,"121,200 ISK","-121,200 ISK",Panter Selim,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:41,5,Hammerhead I,"23,120 ISK","-115,600 ISK",Polent,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:39,18,Hammerhead I,"23,120 ISK","-416,160 ISK",xyz1234567,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:38,1,Talocan Intricate Formulas,"1,009 ISK","-1,009 ISK",Panter Selim,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:38,1,Talocan Intricate Formulas,"1,009 ISK","-1,009 ISK",Asturion,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:37,20,Crash,8 ISK,-160 ISK,Schneepulver Weissherd,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:35,57,Electronic Link,101 ISK,"-5,768 ISK",CHluSt,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:32,1,Hammerhead I,"23,120 ISK","-23,120 ISK",JJAD,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:32,1,Hammerhead I,"23,120 ISK","-23,120 ISK",JJAD,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:32,1,Hammerhead I,"23,120 ISK","-23,120 ISK",JJAD,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:32,1,Hammerhead I,"23,120 ISK","-23,120 ISK",JJAD,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:31,2,Hammerhead I,"23,120 ISK","-46,240 ISK",JJAD,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:31,1,Hammerhead I,"23,120 ISK","-23,120 ISK",JJAD,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:27,1,Decayed Magnetic Field Stabilizer Mutaplasmid,"121,200 ISK","-121,200 ISK",Moupa Yeva,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:25,"1,000",Shadow Iron Charge S,15 ISK,"-15,010 ISK",Taryelero,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:22,153,Electronic Link,101 ISK,"-15,483 ISK",Alexs Oriki,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:21,32,Electronic Link,101 ISK,"-3,238 ISK",Jasmine von Karelia,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:21,10,Crash,8 ISK,-80 ISK,Wolland N,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:21,2,Talocan Reflective Sheets,"7,760 ISK","-15,520 ISK",Wolland N,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:21,120,Electronic Link,101 ISK,"-12,144 ISK",Wolland N,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:20,3,Talocan Reflective Sheets,"7,760 ISK","-23,280 ISK",Kehr Ozen,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:20,415,Electronic Link,101 ISK,"-41,998 ISK",Kehr Ozen,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:20,1,Advanced 'Limos' Heavy Missile Bay I,"8,545 ISK","-8,545 ISK",Wolland N,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:20,124,Scoped Electronics,"4,655 ISK","-577,220 ISK",Hellraiser lifender,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:19,1,Hammerhead I,"23,120 ISK","-23,120 ISK",Yenne,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:19,1,Gamma S,"3,128 ISK","-3,128 ISK",Wolland N,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:18,1,Decayed Magnetic Field Stabilizer Mutaplasmid,"121,200 ISK","-121,200 ISK",Sevyrine Vironi,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:18,3,Decayed Magnetic Field Stabilizer Mutaplasmid,"121,200 ISK","-363,600 ISK",CH-HeiDi,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:18,38,Electronic Link,101 ISK,"-3,845 ISK",Thelophene,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:17,12,Hammerhead I,"23,120 ISK","-277,440 ISK",Yenne,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:16,20,Hammerhead I,"23,120 ISK","-462,400 ISK",Yan Shenkovski,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:16,1,Gamma S,"3,128 ISK","-3,128 ISK",Yan Shenkovski,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:15,10,Crash,8 ISK,-80 ISK,Yan Shenkovski,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:14,26,Electronic Link,101 ISK,"-2,631 ISK",Thallywacker Eto,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:14,16,Electronic Link,101 ISK,"-1,619 ISK",Thallywacker Eto,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:13,4,Advanced 'Limos' Heavy Missile Bay I,"8,545 ISK","-34,180 ISK",Yan Shenkovski,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:08,11,Scoped Electronics,"4,655 ISK","-51,205 ISK",TeTe Otomeyas,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:06,"1,803",Spare Parts,71 ISK,"-128,247 ISK",Alison Rey,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:04,16,Electronic Link,101 ISK,"-1,619 ISK",Ploho Plattenbauten,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:04,33,Electronic Link,101 ISK,"-3,339 ISK",Paun Akachi,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:03,184,Electronic Link,101 ISK,"-18,620 ISK",Sondasz,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:03,1,Talocan Reflective Sheets,"7,760 ISK","-7,760 ISK",Sondasz,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 17:01,2,Gamma S,"3,128 ISK","-6,256 ISK",Aginot,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 16:55,62,Electronic Link,101 ISK,"-6,274 ISK",Foxzod Fayte,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 16:53,1,F-90 Compact Sensor Booster,"3,183 ISK","-3,183 ISK",Sorokopud,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 16:50,173,Electronic Link,101 ISK,"-17,507 ISK",Doperganter,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 16:49,22,Electronic Link,101 ISK,"-2,226 ISK",Alex Droner,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 16:49,32,Electronic Link,101 ISK,"-3,238 ISK",LyNXNC,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 16:49,520,Electronic Link,101 ISK,"-52,624 ISK",10zuk,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.07 16:49,15,Electronic Link,101 ISK,"-1,518 ISK",HeavyDealer,Jita IV - Moon 4 - Caldari Navy Assembly Plant
